OverallQual,YearBuilt,YearRemodAdd,GarageArea,1stFlrSF,TotalBsmtSF,GrLivArea,GarageCars,Fireplaces,TotRmsAbvGrd,FullBath,MSZoning,GarageType,Neighborhood,Condition1,Condition2,ExterQual,BsmtQual,KitchenQual,GarageQual,GarageFinish,SaleType,SaleCondition,FireplaceQu,RoofMatl,Exterior1st,Exterior2nd,Foundation,MiscFeature,PoolQC,Electrical,HeatingQC,Heating,BsmtExposure,BsmtCond,ExterCond,BsmtFinType1,BsmtFinType2,SalePrice
7,1990,1991,719,1442,910,1442,2,1,6,2,RL,Attchd,SawyerW,Feedr,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Mn,TA,TA,GLQ,Unf,179900
7,2006,2006,422,887,868,2021,2,1,9,2,RL,BuiltIn,Gilbert,Norm,Norm,Gd,Ex,Gd,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,Gd,TA,Unf,Unf,274725
6,2000,2000,463,948,924,1690,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,TA,TA,RFn,WD,Abnorml,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,181000
8,2004,2005,862,1836,1836,1836,3,1,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Gd,TA,Fin,WD,Normal,Gd,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Mn,TA,TA,GLQ,Unf,280000
6,1995,1996,431,773,773,1658,2,1,8,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,GLQ,Unf,188000
7,1976,1976,483,1098,803,1964,2,1,8,2,RL,Attchd,NWAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Gd,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,205000
5,1957,1957,308,816,816,816,1,0,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,WdShing,Wd Shng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,GLQ,Unf,129900
5,1953,2006,240,1008,1008,1008,1,0,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,BLQ,Unf,134500
5,1954,2000,326,833,833,833,1,0,4,1,RL,Detchd,OldTown,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,Rec,Unf,117000
8,2007,2007,928,1734,1734,1734,3,1,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Ex,Ex,TA,RFn,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,318000
8,2002,2002,527,779,408,1419,2,1,7,2,RL,BuiltIn,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,184100
5,1967,2003,450,894,894,894,2,0,5,1,RL,Attchd,Sawyer,Feedr,Norm,TA,TA,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Unf,130000
5,1958,1987,300,1021,533,1601,1,0,6,1,RL,BuiltIn,Sawyer,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,Gd,Unf,Unf,140000
5,1959,1959,286,1040,1040,1040,1,0,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,Unknown,CompShg,BrkFace,Wd Sdng,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,LwQ,Unf,133700
6,1920,1950,308,1012,1012,1012,1,1,6,1,RM,Detchd,IDOTRR,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,BrkFace,BrkFace,BrkTil,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,Unf,Unf,118400
7,2005,2006,782,1552,1552,1552,3,0,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,212900
4,1956,1956,288,960,672,960,1,0,5,1,RL,Basment,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,COD,Abnorml,Unknown,CompShg,AsbShng,AsbShng,CBlock,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Unf,Unf,112000
5,1947,2008,0,698,698,698,0,0,4,1,RL,Unknown,Edwards,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Ex,Unf,Unf,118000
7,1992,1992,392,812,384,1482,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,163900
4,1955,1955,672,1005,1005,1005,2,1,5,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,Fa,Fa,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,115000
7,2007,2007,660,1555,1373,1555,3,1,7,2,RL,Attchd,Blmngtn,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,174000
7,2004,2004,630,1530,1530,1530,3,1,7,2,RL,Attchd,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Family,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,259000
7,2004,2005,434,847,847,1959,2,1,8,2,RL,BuiltIn,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,215000
5,1980,1980,672,936,936,936,2,0,4,1,RM,Detchd,OldTown,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,GLQ,Unf,140000
4,1928,1950,576,1328,1122,1981,2,2,7,2,RL,Detchd,SWISU,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,TA,CompShg,WdShing,Plywood,BrkTil,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,135000
5,1991,1992,0,974,974,974,0,0,5,1,RL,Unknown,Mitchel,Norm,Norm,TA,Gd,TA,Unknown,Unknown,Oth,Abnorml,Unknown,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,BLQ,Unf,93500
6,1880,1950,205,1178,1008,2210,1,0,8,2,RM,Detchd,OldTown,Norm,Norm,TA,TA,Fa,Fa,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,TA,GasW,Mn,TA,TA,Unf,Unf,117500
8,1995,1995,466,1142,1128,2020,2,1,8,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,239500
6,1997,1997,460,916,916,1600,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Av,TA,TA,Unf,Unf,169000
6,1926,1950,180,986,960,986,1,1,5,1,RM,Detchd,BrkSide,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,102000
6,1950,1950,288,1032,1032,1252,1,0,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,WD,Abnorml,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,FuseA,TA,GasA,No,TA,TA,BLQ,Unf,119000
5,1875,1996,0,780,780,1020,0,0,6,1,RL,Unknown,Sawyer,Feedr,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,Gd,Unf,Unf,94000
6,1977,1977,714,1567,1567,1567,2,2,5,2,RL,Attchd,Mitchel,Norm,Norm,TA,TA,Gd,TA,RFn,WD,Normal,TA,CompShg,Plywood,ImStucc,PConc,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,ALQ,Unf,196000
5,1920,1950,495,1167,915,1167,2,1,6,1,RL,Detchd,BrkSide,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,Stucco,Stucco,BrkTil,Unknown,Unknown,SBrkr,TA,GasA,No,TA,Fa,BLQ,Unf,144000
5,1951,1951,840,952,952,952,2,0,4,1,RL,Detchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,COD,Abnorml,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,ALQ,Unf,139000
5,1976,1976,484,1088,780,1868,2,1,9,2,RL,Attchd,NWAmes,PosN,Norm,TA,TA,Gd,TA,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,ALQ,Unf,197500
8,2006,2007,1052,1466,1466,2828,3,1,11,3,RL,BuiltIn,CollgCr,Norm,Norm,Gd,Ex,Gd,TA,RFn,New,Partial,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,424870
5,1959,1959,0,1006,1006,1006,0,0,5,1,RL,Unknown,Sawyer,Norm,Norm,TA,TA,TA,Unknown,Unknown,WD,Normal,Unknown,CompShg,Wd Sdng,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,GLQ,Unf,80000
4,1941,1950,280,672,672,924,1,0,5,1,RL,Detchd,Edwards,Norm,Norm,TA,Gd,Fa,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,FuseA,Fa,Grav,No,TA,Fa,BLQ,Unf,80000
5,1928,1950,225,1042,1042,1576,1,1,8,1,RM,Detchd,BrkSide,Norm,Norm,TA,TA,TA,TA,Unf,WD,Family,Gd,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,149000
6,1985,1985,403,1298,1298,1298,2,1,5,2,RL,Attchd,SawyerW,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,Wd Sdng,Wd Shng,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,GLQ,Unf,180000
7,1941,1950,234,860,704,1564,1,1,7,1,RL,Attchd,Crawfor,Norm,Norm,TA,TA,Fa,TA,Unf,WD,Normal,Gd,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Rec,Unf,174500
7,1926,1950,288,572,572,1111,1,1,5,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,PConc,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Unf,Unf,116900
7,1920,1988,324,832,650,1482,2,0,7,1,RM,Detchd,OldTown,Artery,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,Gd,ALQ,Unf,143000
6,1950,1950,306,932,932,932,1,1,4,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,BrkFace,BrkFace,CBlock,Unknown,Unknown,FuseA,Ex,GasA,No,TA,TA,Unf,Unf,124000
5,1959,1959,528,1466,1466,1466,2,2,6,1,RL,Attchd,Edwards,Norm,Norm,TA,TA,Fa,TA,Fin,WD,Normal,Gd,CompShg,HdBoard,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,BLQ,Unf,149900
6,1956,2004,470,1811,1073,1811,2,1,6,1,RL,Attchd,Crawfor,Norm,Norm,TA,TA,Ex,TA,Fin,WD,Abnorml,Gd,CompShg,Stone,Stone,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,GLQ,230000
6,1930,2007,432,816,816,816,1,0,5,1,RM,Detchd,IDOTRR,Norm,Norm,Gd,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,Gd,ALQ,Unf,120500
7,1965,1988,492,902,864,1820,2,2,8,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,TA,ALQ,Unf,201800
5,1976,2004,528,1437,1437,1437,2,1,6,2,RL,Attchd,Veenker,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Fa,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Gd,TA,Gd,ALQ,Unf,218000
5,1965,1999,502,1265,1219,1265,2,1,6,2,RL,Attchd,NAmes,Norm,Norm,TA,TA,Gd,TA,RFn,WD,Normal,Gd,CompShg,BrkFace,BrkFace,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Gd,TA,Gd,ALQ,Unf,179900
7,2007,2008,626,1314,1314,1314,2,1,6,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,230000
8,2007,2008,830,1580,1580,1580,3,0,7,2,RL,Attchd,Somerst,Feedr,Norm,Gd,Gd,Gd,TA,RFn,ConLD,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,235128
6,1974,1974,540,943,901,1876,2,1,8,2,RL,Attchd,NWAmes,Norm,Norm,Gd,TA,Gd,Gd,RFn,WD,Normal,TA,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,185000
6,1978,1978,440,855,855,1456,2,1,7,2,RL,Attchd,NPkVill,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,TA,CompShg,Plywood,Brk Cmn,CBlock,Unknown,Unknown,SBrkr,Fa,GasA,No,TA,TA,ALQ,Unf,146000
6,1954,2006,924,1640,1296,1640,2,1,7,1,RL,Detchd,Crawfor,PosN,Norm,Gd,TA,Gd,TA,Unf,WD,Normal,Gd,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,BLQ,Unf,224000
5,1968,1968,450,894,894,894,2,1,5,1,RL,Attchd,Sawyer,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,Po,CompShg,VinylSd,VinylSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,BLQ,Unf,129000
4,1969,1969,400,1258,1198,1258,2,0,6,0,RL,CarPort,Sawyer,Feedr,Norm,TA,Gd,TA,Fa,Unf,WD,Alloca,Unknown,CompShg,Plywood,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Av,TA,TA,GLQ,Unf,108959
5,1978,1978,588,1432,1360,1432,2,1,5,1,RL,Attchd,Veenker,Feedr,Norm,TA,Gd,Gd,TA,Unf,WD,Normal,TA,CompShg,Plywood,Plywood,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,ALQ,Rec,194000
7,2009,2009,644,1502,1502,1502,2,0,7,2,RL,Attchd,NridgHt,Norm,Norm,Gd,Gd,Gd,TA,RFn,New,Partial,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,233170
8,2008,2008,776,1694,1694,1694,3,0,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,245350
6,2000,2000,472,959,959,1671,2,1,7,2,RL,Attchd,Gilbert,RRAn,Norm,TA,Gd,TA,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,173000
6,1935,1986,540,1236,1127,2108,2,2,7,2,RL,Basment,Edwards,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,TA,CompShg,Stucco,Stucco,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Rec,Unf,235000
10,1995,1996,807,1831,1930,3627,3,1,10,3,RL,Attchd,NoRidge,Norm,Norm,Gd,Ex,Gd,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,Gd,GLQ,Unf,625000
6,1977,1977,358,1118,1096,1118,1,1,6,1,RL,Attchd,Mitchel,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Po,CompShg,Plywood,Plywood,CBlock,Unknown,Gd,SBrkr,TA,GasA,Av,TA,TA,ALQ,Unf,171000
6,1958,1958,433,1261,1261,1261,2,1,6,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,TA,CompShg,MetalSd,MetalSd,CBlock,Shed,Unknown,SBrkr,Ex,GasA,No,TA,TA,ALQ,Unf,163000
7,2006,2007,625,625,625,1250,2,0,5,2,FV,Detchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,171900
5,1946,1994,0,1636,1598,3086,0,1,12,3,RL,Unknown,ClearCr,Norm,Norm,TA,TA,Ex,Unknown,Unknown,WD,Normal,Gd,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,BLQ,200500
6,1932,1950,360,1170,952,2345,2,1,9,2,RL,Detchd,Crawfor,Norm,Norm,TA,Gd,TA,TA,Unf,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,239000
8,1992,2000,541,2129,1683,2872,2,1,9,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,Fin,WD,Normal,TA,CompShg,HdBoard,HdBoard,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,285000
5,1984,1985,264,923,876,923,1,0,5,1,RL,Attchd,Mitchel,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,HdBoard,Plywood,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,119500
6,1926,2004,210,818,818,1224,1,0,5,1,RM,Detchd,OldTown,Artery,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,Rec,Unf,115000
5,1921,1950,186,820,731,1343,1,1,7,1,RL,Detchd,Crawfor,Norm,Norm,TA,TA,TA,Fa,Unf,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,154900
5,1954,1954,0,1124,0,1124,0,1,5,1,RL,Unknown,Edwards,Norm,Norm,TA,Unknown,TA,Unknown,Unknown,WD,Normal,Gd,CompShg,Wd Sdng,Wd Sdng,Slab,Unknown,Unknown,SBrkr,Gd,GasA,Unknown,Unknown,TA,Unknown,Unknown,93000
7,1990,1991,693,1298,1216,2514,2,0,8,2,RL,Attchd,Timber,Norm,Norm,TA,Gd,TA,TA,Fin,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,Wood,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,LwQ,Unf,250000
8,2008,2008,482,1652,1600,1652,2,1,5,2,RM,Attchd,Crawfor,Norm,Norm,Ex,Ex,Gd,TA,Fin,New,Partial,Gd,CompShg,CemntBd,CmentBd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Gd,TA,TA,GLQ,Unf,392500
10,1996,1996,813,2411,2396,4476,3,2,10,3,RL,Attchd,NoRidge,Norm,Norm,Gd,Ex,Ex,TA,Fin,WD,Abnorml,TA,CompShg,Wd Sdng,ImStucc,PConc,Unknown,Ex,SBrkr,Ex,GasA,Av,TA,TA,GLQ,Unf,745000
5,1920,1950,720,1130,1120,1130,2,1,5,1,RL,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Gd,CompShg,Stucco,Stucco,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Rec,Unf,120000
5,1963,1963,995,1572,1572,1572,3,2,5,1,RL,2Types,Timber,Norm,Norm,TA,TA,TA,TA,RFn,WD,Normal,TA,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,Gd,TA,TA,Rec,Unf,186700
5,1924,1950,392,949,784,1221,1,0,7,1,RL,Attchd,Edwards,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Unknown,CompShg,AsbShng,AsbShng,BrkTil,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,Gd,BLQ,Unf,104900
3,1900,1970,420,1014,978,1699,2,0,7,2,RL,CarPort,OldTown,Artery,Artery,TA,Fa,TA,Fa,Unf,WD,Abnorml,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,Mn,TA,TA,BLQ,Unf,95000
8,1994,1995,757,1624,1624,1624,3,1,5,2,RL,Attchd,NoRidge,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Fa,CompShg,ImStucc,ImStucc,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,262000
7,2002,2002,493,831,831,1660,2,0,7,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,195000
7,1999,1999,442,1028,994,1804,2,1,7,2,RL,Attchd,Gilbert,Norm,Norm,TA,TA,Gd,TA,Fin,WD,Normal,TA,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,189000
4,1961,1975,1356,1622,1249,1622,4,1,7,1,RL,2Types,Mitchel,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,TA,CompShg,MetalSd,MetalSd,CBlock,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,Gd,BLQ,Unf,168000
8,1999,2000,492,764,776,1441,2,0,5,2,FV,Detchd,Somerst,Norm,Norm,Gd,Gd,Gd,TA,Unf,WD,Normal,Unknown,CompShg,MetalSd,MetalSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,174000
5,1925,1994,250,842,702,1472,1,0,6,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,Gd,TA,Unf,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Gd,GasA,Mn,TA,TA,Unf,Unf,125000
6,1999,1999,402,1224,1224,1224,2,0,5,2,RM,Attchd,Mitchel,Norm,Norm,TA,Ex,TA,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,GLQ,Unf,165000
6,1969,1969,299,663,663,1352,1,0,7,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Fin,WD,Normal,Unknown,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,TA,GasA,No,TA,TA,ALQ,Unf,158000
6,2005,2005,400,728,728,1456,2,0,8,2,RL,Attchd,Gilbert,Norm,Norm,TA,Gd,Gd,TA,Fin,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,176000
7,2006,2006,660,879,879,1863,3,1,9,2,RL,BuiltIn,Gilbert,Norm,Norm,Gd,Gd,Gd,TA,Fin,New,Partial,Gd,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,219210
7,1916,1950,225,815,815,1690,1,1,7,1,RM,Detchd,OldTown,Norm,Norm,TA,TA,TA,TA,Unf,ConLw,Normal,Gd,CompShg,MetalSd,MetalSd,BrkTil,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,144000
7,2001,2001,573,1212,1212,1212,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,Gd,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,No,TA,TA,Unf,Unf,178000
4,1963,1979,459,1382,1051,1382,2,1,6,1,RL,Attchd,Sawyer,Norm,Norm,TA,TA,TA,TA,Unf,WD,Normal,Po,CompShg,HdBoard,HdBoard,CBlock,Unknown,Unknown,SBrkr,Gd,GasA,No,TA,TA,Rec,Unf,148000
4,1970,1970,280,864,864,864,1,0,5,1,RL,Attchd,NAmes,Norm,Norm,TA,TA,TA,TA,Unf,Oth,Abnorml,Unknown,CompShg,MetalSd,MetalSd,CBlock,Shed,Unknown,SBrkr,Gd,GasA,No,TA,TA,Unf,Unf,116050
7,1998,1998,546,866,866,1779,2,0,6,2,RL,Attchd,CollgCr,Norm,Norm,TA,Gd,Gd,TA,RFn,WD,Normal,Unknown,CompShg,VinylSd,VinylSd,PConc,Unknown,Unknown,SBrkr,Ex,GasA,Av,TA,TA,Unf,Unf,197900
